x,y,z,V,Robot
-0.37268943,0.27924964,0.45950502,[0.6536323],Franka-Panda
-0.15383336,-0.18651678,0.15103748,[0.2725637],Franka-Panda
0.20334664,-0.60021406,-0.22197798,[0.01795133],Franka-Panda
0.31102037,0.1380524,0.24723351,[0.6153298],Franka-Panda
-0.3465603,0.09233153,0.008715741,[0.07813487],Franka-Panda
0.38083413,0.15856859,0.09775339,[0.27203456],Franka-Panda
0.022096593,0.06740029,0.83159727,[0.9360626],Franka-Panda
0.6237247,-0.06340195,0.34614462,[0.08150382],Franka-Panda
0.42536744,-0.49952543,-0.13140902,[0.2861118],Franka-Panda
-0.01577928,-0.41255617,0.38761634,[0.6039359],Franka-Panda
-0.25239977,-0.0063772164,0.75682354,[0.3452608],Franka-Panda
0.042717446,0.28138474,-0.27650863,[0.40799463],Franka-Panda
-0.5239611,-0.15868393,0.17261232,[0.7000553],Franka-Panda
0.16619267,-0.10650071,0.29596606,[0.3135851],Franka-Panda
-0.27816272,-0.18556565,0.009707607,[0.27253518],Franka-Panda
-0.47195485,0.2301517,0.02636395,[0.46005437],Franka-Panda
0.086703,-0.23222864,0.38254768,[1.0643538],Franka-Panda
0.16223155,0.34904858,0.4029283,[0.13285494],Franka-Panda
0.2753901,0.21769579,0.21002923,[0.27419358],Franka-Panda
-0.11350909,0.04780893,0.43392843,[0.4702989],Franka-Panda
-0.048932355,0.84301126,0.21315831,[0.10117217],Franka-Panda
0.18424349,-0.23443845,0.022513796,[0.03800391],Franka-Panda
-0.1953914,0.6191294,-0.19502452,[0.6930262],Franka-Panda
-0.15307522,0.010187555,0.19222757,[0.11824271],Franka-Panda
0.47334754,-0.4760326,0.6105458,[0.14935513],Franka-Panda
-0.32538536,-0.05569222,0.43345606,[0.40111586],Franka-Panda
-0.023825467,0.12892383,0.40686592,[0.13353045],Franka-Panda
-0.21737927,0.38010797,0.54586405,[0.25697416],Franka-Panda
-0.2127415,-0.28340402,-0.16251093,[0.55410784],Franka-Panda
-0.4057265,0.33648747,-0.021998888,[0.17117804],Franka-Panda
0.0214119,0.25176978,0.58959675,[0.15852273],Franka-Panda
0.06550081,0.0619565,0.36625367,[0.3770921],Franka-Panda
-0.41903877,0.500535,0.35736084,[0.67692655],Franka-Panda
-0.042333245,-0.007023938,0.27912235,[0.07648701],Franka-Panda
-0.311055,0.49065048,0.11639026,[0.56246555],Franka-Panda
0.47311845,-0.3046623,-0.033606827,[0.04205028],Franka-Panda
-0.32241082,0.48738226,0.33466172,[0.549244],Franka-Panda
-0.6878181,-0.14408278,0.66311836,[1.0101179],Franka-Panda
0.42023435,0.22827253,0.13186209,[0.20729408],Franka-Panda
0.005338704,-0.18349203,-0.33026677,[0.11511838],Franka-Panda
-0.57412344,-0.07920426,-0.09193138,[0.66292506],Franka-Panda
0.43158716,-0.008322105,0.7792038,[0.34526035],Franka-Panda
-0.36348155,-0.16031273,0.563342,[0.43083334],Franka-Panda
0.5652789,-0.13755405,0.3308929,[0.7422437],Franka-Panda
-0.21926555,0.0004569441,0.24190289,[0.466775],Franka-Panda
-0.09883773,-0.51386356,0.27925158,[0.08635371],Franka-Panda
0.11057345,-0.31369698,-0.12058595,[0.40850422],Franka-Panda
0.580172,0.25375703,0.8084039,[0.71566045],Franka-Panda
-0.045244046,0.06497407,0.6187487,[0.07490386],Franka-Panda
0.28938678,0.23942801,0.33889517,[1.4457895],Franka-Panda
-0.11378892,0.03116034,-0.323523,[0.06278595],Franka-Panda
0.20612198,-0.3083651,0.5792615,[0.7772563],Franka-Panda
0.5115148,-0.19071606,0.3001788,[0.8010729],Franka-Panda
0.04939697,-0.11257811,0.49546328,[0.9425396],Franka-Panda
-0.49208266,0.5400299,0.072824076,[0.20840946],Franka-Panda
-0.2669365,-0.09609631,0.5212152,[0.19918709],Franka-Panda
0.01586689,-0.36304063,0.47107515,[0.21142256],Franka-Panda
0.06067597,-0.15643716,0.2581912,[0.10148322],Franka-Panda
-0.2932008,-0.1687808,0.53942525,[0.12678099],Franka-Panda
-0.2510562,0.06731201,0.82083136,[0.7012446],Franka-Panda
0.21425413,-0.23232824,0.50986695,[0.22774005],Franka-Panda
0.114570916,0.082631834,0.8913414,[0.68549526],Franka-Panda
0.044689886,0.16381717,0.87316805,[0.12855005],Franka-Panda
-0.099092096,-0.421812,0.22280157,[0.32702312],Franka-Panda
0.094382666,0.018072389,0.26010147,[0.37412024],Franka-Panda
0.07702866,0.07404521,0.21172982,[0.15923665],Franka-Panda
0.2729509,0.52896726,0.7283738,[1.1449649],Franka-Panda
-0.13800196,0.0043192804,-0.118718505,[0.09544706],Franka-Panda
-0.12618618,-0.28676438,0.55039,[0.12598293],Franka-Panda
-0.099009134,-0.029261079,0.30087116,[0.42422736],Franka-Panda
-0.10882008,-0.16033694,0.21986239,[0.76499176],Franka-Panda
-0.469176,-0.12181756,0.4386628,[0.95364666],Franka-Panda
-0.006058611,0.50224876,0.5287537,[0.46172214],Franka-Panda
0.20302586,-0.20908038,0.017882276,[0.19759026],Franka-Panda
0.12594223,0.15472975,0.28276327,[0.58777833],Franka-Panda
0.16754398,-0.12884283,-0.18629962,[0.13286857],Franka-Panda
-0.4907853,-0.38083375,0.6120672,[0.39879134],Franka-Panda
-0.1346955,-0.13161904,0.76114744,[0.02827515],Franka-Panda
0.44634703,-0.24857143,0.2881704,[0.34219295],Franka-Panda
0.2598685,-0.07374991,0.20527247,[0.34182984],Franka-Panda
0.2480439,0.11658723,0.4682355,[0.81297576],Franka-Panda
-0.30488282,0.3861063,0.38363922,[0.38013992],Franka-Panda
0.025912736,0.29950368,0.2418546,[0.22943963],Franka-Panda
-0.1632708,0.15611905,-0.1696701,[0.48507103],Franka-Panda
-0.3253693,0.14443648,0.7581914,[1.1331555],Franka-Panda
0.1182478,-0.008906882,0.10334188,[0.42797676],Franka-Panda
-0.347473,-0.13590541,-0.2715292,[0.11784498],Franka-Panda
-0.26226997,-0.19365783,1.1160316,[0.15550153],Franka-Panda
0.04636243,-0.059196953,0.36137897,[0.02823322],Franka-Panda
-0.40109184,0.17632094,0.93003654,[0.46558565],Franka-Panda
0.1083655,-0.03680122,-0.4368525,[0.4049145],Franka-Panda
0.36912745,0.13040522,0.1944905,[0.07130478],Franka-Panda
0.18626836,-0.105863705,0.33687004,[0.04293849],Franka-Panda
0.38503698,0.3332977,0.011791516,[1.1370533],Franka-Panda
-0.45683712,0.16220465,0.41424677,[0.5960022],Franka-Panda
0.104732096,-0.010207683,0.35477296,[0.5639362],Franka-Panda
0.016782703,-0.075220406,0.40718544,[0.8177263],Franka-Panda
0.21514612,-0.43649247,0.40128794,[0.08968315],Franka-Panda
-0.3003561,-0.47980154,0.89644,[0.34573293],Franka-Panda
0.43572998,0.4115811,-0.05172327,[0.19344284],Franka-Panda
0.24245486,-0.1679757,0.3698009,[0.6456621],Franka-Panda
-0.55608004,-0.37644294,0.4350791,[1.2040414],Franka-Panda
0.21089506,0.10730788,0.44706327,[0.02650936],Franka-Panda
-0.0036863051,-0.11915196,0.49859905,[0.67691624],Franka-Panda
-0.06440918,0.2116342,0.26884535,[0.12068588],Franka-Panda
-0.4158415,0.17833488,0.17300214,[0.0410111],Franka-Panda
-0.21300074,-0.026024157,-0.43377012,[0.20461203],Franka-Panda
0.2019643,-0.023980435,0.50062907,[1.5821261],Franka-Panda
0.112607874,-0.062333375,0.33130994,[0.8861918],Franka-Panda
0.1301973,0.6993172,-0.0518726,[0.140761],Franka-Panda
0.12550265,0.3671746,0.17326702,[0.5125844],Franka-Panda
0.06962574,-0.013533831,0.38822398,[0.11388094],Franka-Panda
0.02975775,-0.31798685,-0.0570254,[0.25364336],Franka-Panda
-0.055198237,0.1400036,0.474048,[0.9458544],Franka-Panda
0.14602914,-0.3539239,0.4330435,[0.34157673],Franka-Panda
0.43896946,-0.49089655,0.2378794,[0.2814321],Franka-Panda
-0.036297176,-0.2433084,0.3384058,[0.30126208],Franka-Panda
-0.49801755,0.23263162,0.04302418,[0.7592131],Franka-Panda
0.036116473,-0.23826616,0.58814776,[0.32475454],Franka-Panda
-0.29357302,0.37723473,0.26724595,[0.2314632],Franka-Panda
-0.089477904,-0.2813239,0.050722897,[0.25803515],Franka-Panda
0.13202804,0.07224562,0.40256035,[0.36834607],Franka-Panda
-0.12259331,-0.0038777553,0.16746856,[0.04540393],Franka-Panda
-0.39476156,0.093498245,0.47519404,[0.19487022],Franka-Panda
0.099756956,-0.21598732,0.17903014,[0.06900778],Franka-Panda
-0.4247677,0.3548552,-0.21567655,[0.8416219],Franka-Panda
0.1606617,-0.1921712,0.18773048,[1.1299173],Franka-Panda
-0.19379053,0.46083635,0.33102694,[0.69232243],Franka-Panda
-0.49696028,-0.21599044,0.91073745,[0.2123854],Franka-Panda
-0.072895,0.20774499,-0.16532996,[0.03394693],Franka-Panda
0.5390328,-0.1385027,-0.008130013,[0.8072481],Franka-Panda
0.20216015,-0.045846406,0.3555281,[0.91508347],Franka-Panda
0.5002276,-0.21823972,-0.004337359,[0.07098114],Franka-Panda
0.0747118,-0.18703735,0.5517974,[0.20925373],Franka-Panda
-0.5907013,0.36164552,0.33104846,[0.6230655],Franka-Panda
-0.022598006,0.045602065,0.3007166,[0.428046],Franka-Panda
0.038196545,0.10114876,0.19167432,[0.03282055],Franka-Panda
-0.11668723,0.09197266,0.6652149,[0.8096313],Franka-Panda
0.10978102,0.11869575,0.30963695,[0.42672],Franka-Panda
0.0061400607,-0.042154543,0.27122462,[0.13799055],Franka-Panda
0.04442236,0.55596113,0.23710775,[0.23045145],Franka-Panda
0.25599906,0.048598118,0.101920895,[0.676477],Franka-Panda
0.6481887,-0.37777367,0.23050478,[0.7126792],Franka-Panda
0.18643248,0.096530706,0.3364702,[0.36966622],Franka-Panda
-0.014335513,0.30425915,0.25308833,[0.51136994],Franka-Panda
0.5964517,0.30742934,0.53199196,[0.8233305],Franka-Panda
-0.40602183,-0.40875703,0.43175125,[0.48837483],Franka-Panda
-0.07277708,-0.18893556,0.31374574,[0.5348057],Franka-Panda
0.29615602,-0.118829176,0.24207166,[0.8858995],Franka-Panda
-0.24834849,-0.46774825,0.63757074,[0.400069],Franka-Panda
-0.2888704,0.6571301,0.061773583,[0.39896527],Franka-Panda
0.108575545,-0.12596914,0.44833812,[0.49512613],Franka-Panda
-0.24678561,-0.5307925,0.5837118,[0.5681713],Franka-Panda
-0.039046586,-0.050725274,0.47661316,[0.34343368],Franka-Panda
-0.3920573,-0.20355913,0.15319727,[0.83229744],Franka-Panda
-0.32981157,-0.3841268,0.25008994,[0.98313415],Franka-Panda
0.116870046,-0.118444145,0.83805037,[0.16779923],Franka-Panda
0.06415392,0.07610726,0.37587097,[1.3056147],Franka-Panda
0.3910211,0.3598262,0.13345611,[0.81531274],Franka-Panda
-0.38508537,0.57095426,0.315791,[0.71483123],Franka-Panda
0.49932817,-0.1332425,-0.21107641,[0.7442684],Franka-Panda
0.14040588,0.033899378,0.4355985,[0.18314193],Franka-Panda
-0.36631888,-0.06006586,-0.049174324,[0.5699884],Franka-Panda
0.21595177,-0.26190934,0.49081293,[0.2702671],Franka-Panda
0.07833835,0.35892248,0.38496783,[0.3638913],Franka-Panda
0.25384572,0.46116942,0.452886,[0.44110385],Franka-Panda
-0.045968056,0.28535664,0.8455757,[1.1725461],Franka-Panda
-0.04843065,-0.14253354,0.2543815,[0.36799526],Franka-Panda
0.5252793,0.29093578,0.27197194,[0.44060183],Franka-Panda
-0.28344598,-0.38905594,0.51806635,[0.19395253],Franka-Panda
-0.17953126,-0.0064195246,1.0173423,[0.08292524],Franka-Panda
0.5331018,-0.38481995,0.39991286,[0.13926105],Franka-Panda
0.22229785,-0.2456455,0.8365187,[0.7633286],Franka-Panda
-0.0011740252,-0.013166353,0.377216,[0.19185226],Franka-Panda
-0.3331811,0.12301801,0.9574764,[0.5582678],Franka-Panda
-0.23340844,-0.064209595,0.20323959,[0.19616982],Franka-Panda
0.03261263,0.025556408,0.13145994,[0.59593403],Franka-Panda
0.32327682,0.5772861,0.3913824,[0.19897254],Franka-Panda
-0.043806758,0.34060243,0.82775193,[0.02802663],Franka-Panda
0.45086697,0.19878563,0.047579765,[0.16623265],Franka-Panda
-0.47460258,0.3177781,0.3825292,[0.30075395],Franka-Panda
0.051546104,0.04799655,0.13334614,[0.05051639],Franka-Panda
0.46610287,-0.30441332,0.19451647,[0.12715566],Franka-Panda
-0.1000517,0.16913134,0.20227404,[0.4092714],Franka-Panda
0.17605026,0.043155212,-0.16770214,[0.08983549],Franka-Panda
0.22073531,0.15153319,0.44662133,[0.20391631],Franka-Panda
-0.50711054,0.33108646,0.92852795,[0.51869017],Franka-Panda
-0.32014653,-0.36272162,0.905859,[0.452247],Franka-Panda
0.24567711,-0.16806214,0.6692709,[0.35532582],Franka-Panda
-0.5880914,-0.020545423,-0.15735728,[0.06534472],Franka-Panda
0.13964348,0.17944327,0.6170885,[0.01205724],Franka-Panda
0.057242207,-0.056720555,0.36305785,[0.227241],Franka-Panda
-0.20668168,0.007008832,0.39601183,[1.0170516],Franka-Panda
0.07071857,0.07926555,0.0018431097,[0.26398253],Franka-Panda
0.16345881,0.12821695,0.6711638,[0.23533268],Franka-Panda
0.38032258,-0.42447948,-0.17846929,[0.18604791],Franka-Panda
0.38540477,0.077268876,1.023998,[0.1678171],Franka-Panda
-0.1016029,-0.06641376,1.1432678,[0.7913178],Franka-Panda
-0.5212312,-0.07862046,-0.20160472,[0.8165176],Franka-Panda
-0.1490675,-0.027689576,-0.23528254,[1.025273],Franka-Panda
-0.31776157,0.6161614,0.5171072,[0.35258648],Franka-Panda
-0.42793828,0.16236663,0.02144875,[0.54513574],Franka-Panda
-0.73222494,-0.203884,0.36899772,[1.6188964],Franka-Panda
0.40095702,-0.10325185,0.4155651,[0.25560263],Franka-Panda
0.37019438,-0.40037253,0.19423522,[0.34949479],Franka-Panda
0.059980195,0.2229055,0.44373405,[0.3938737],Franka-Panda
0.06669568,0.13104975,0.32233864,[0.6097244],Franka-Panda
0.39660525,-0.13392441,0.39949498,[0.05601785],Franka-Panda
-0.3133022,0.26356444,0.5292438,[0.59698683],Franka-Panda
0.11032963,0.11221975,0.25914243,[1.4183943],Franka-Panda
0.32268956,0.0439235,0.4655674,[0.57705075],Franka-Panda
0.4671272,0.37854987,0.4615553,[0.84390944],Franka-Panda
-0.1758576,0.22452217,0.4119954,[0.23377061],Franka-Panda
0.08692466,-0.6422228,0.6542839,[0.21714915],Franka-Panda
0.11161431,0.3840035,0.31372613,[0.41146895],Franka-Panda
0.090355664,0.15432416,0.4168592,[0.1065176],Franka-Panda
-0.4964692,-0.49159515,0.32874674,[0.5053753],Franka-Panda
-0.2719657,0.119861975,0.85493046,[0.83194417],Franka-Panda
-0.08097424,0.19061413,-0.2289329,[0.38035107],Franka-Panda
-0.014032299,0.2949173,-0.22341019,[0.6573379],Franka-Panda
-0.28300074,-0.45317492,0.39039811,[0.83826494],Franka-Panda
-0.19545752,-0.4248507,0.23520641,[0.34586844],Franka-Panda
0.03513682,-0.27271828,1.0150752,[0.35171852],Franka-Panda
0.50175726,-0.39418042,-0.09677502,[0.39859635],Franka-Panda
-0.16755936,-0.36973417,-0.029367499,[0.3101392],Franka-Panda
-0.074386984,0.1785272,-0.17554572,[0.4117656],Franka-Panda
0.028007053,-0.015519157,0.26022282,[0.7417992],Franka-Panda
-0.10413838,0.6497298,0.42377347,[0.36234468],Franka-Panda
-0.15474011,0.00028285384,0.2430214,[0.21248485],Franka-Panda
0.68543416,-0.28261334,0.6886481,[0.113428],Franka-Panda
0.45738566,0.16433549,-0.06601344,[0.34016502],Franka-Panda
-0.061269604,-0.19076638,0.77030444,[0.21696632],Franka-Panda
0.46902493,-0.010893956,0.008293413,[0.23761663],Franka-Panda
-0.2211428,0.050103415,0.46539536,[0.09532749],Franka-Panda
0.5968108,-0.11871949,-0.02842797,[0.4453832],Franka-Panda
-0.25652426,0.39613956,-0.015362978,[0.26676798],Franka-Panda
-0.074725375,0.2078755,0.3952731,[0.992023],Franka-Panda
0.5105118,0.33531603,0.34470752,[0.13364184],Franka-Panda
0.1876796,0.34980166,0.5173436,[0.6398791],Franka-Panda
-0.038320195,0.029130638,0.42109877,[0.1260202],Franka-Panda
0.22567365,-0.03604897,0.58083487,[0.5360546],Franka-Panda
-0.0057180673,-0.026826017,0.22739133,[0.14111252],Franka-Panda
0.43061647,-0.5952672,0.33041188,[1.1112639],Franka-Panda
0.4289909,-0.22016473,0.31860667,[0.6097165],Franka-Panda
-0.27055395,0.5040772,0.07536608,[1.0783498],Franka-Panda
0.2893088,-0.06376712,0.24122933,[0.3405447],Franka-Panda
-0.05258067,-0.06473324,0.35702607,[0.1629319],Franka-Panda
0.081535734,-0.37796408,-0.00014514197,[0.8179199],Franka-Panda
-0.47702652,-0.12724173,0.47008142,[1.0360833],Franka-Panda
0.15847667,0.2300526,0.9772631,[0.40314612],Franka-Panda
-0.337813,0.53247535,-0.01978384,[0.6948519],Franka-Panda
-0.2959857,0.17889385,-0.14722115,[1.195989],Franka-Panda
0.09760875,0.07861569,-0.19561689,[0.41361356],Franka-Panda
0.32347816,0.34313044,0.4345157,[0.61119264],Franka-Panda
-0.12667668,-0.05645191,0.04337551,[0.20782518],Franka-Panda
0.25420853,0.10939379,0.8313298,[0.2313481],Franka-Panda
0.22767165,0.0893812,0.21852958,[0.19715339],Franka-Panda
-0.30716518,0.0685858,0.77894753,[0.55002993],Franka-Panda
-0.02970539,-0.47896785,0.8371138,[0.47509617],Franka-Panda
0.08430826,0.43607068,0.2931221,[1.0853804],Franka-Panda
-0.06680999,-0.6108987,-0.016786091,[0.10384875],Franka-Panda
0.17574388,-0.36112425,0.12542866,[0.18951724],Franka-Panda
0.1642185,0.17968133,0.92716616,[0.56514585],Franka-Panda
0.04279871,0.1567194,0.2844329,[0.7507152],Franka-Panda
-0.083657086,-0.57346773,0.3829704,[0.03416602],Franka-Panda
-0.12322721,-0.072517276,-0.113832526,[0.15795329],Franka-Panda
-0.14044063,0.060018953,0.41111767,[0.4190037],Franka-Panda
-0.2745741,0.19745687,-0.012668729,[0.30013257],Franka-Panda
0.2280838,-0.0046402365,0.11528299,[0.31597653],Franka-Panda
0.20482811,-0.2838087,-0.053773656,[0.24909675],Franka-Panda
-0.20150384,-0.28316256,0.21409248,[0.33070514],Franka-Panda
-0.09347361,-0.32020077,0.53921735,[0.11023168],Franka-Panda
0.11001226,-0.12253646,0.779636,[0.10428554],Franka-Panda
0.019045863,0.14042102,0.36529744,[0.5654319],Franka-Panda
-0.3512502,-0.083958335,0.88527995,[0.35155138],Franka-Panda
-0.31312716,0.15566099,0.6044953,[0.04829133],Franka-Panda
0.15184882,0.13004288,0.15369222,[0.3211001],Franka-Panda
-0.07656846,-0.33250216,0.5444577,[0.13001846],Franka-Panda
-0.08451448,-0.17606647,0.5415939,[0.3815007],Franka-Panda
0.5380001,0.26294616,0.43200582,[0.66410047],Franka-Panda
0.14310229,0.15324026,0.3544824,[0.13041578],Franka-Panda
-0.21939294,-0.22244707,0.33102873,[0.28541267],Franka-Panda
0.28015763,0.01943674,0.8358116,[0.43897507],Franka-Panda
-0.12504564,0.14624341,0.36974382,[0.04644871],Franka-Panda
-0.0053544417,0.12324811,0.33594328,[0.8068452],Franka-Panda
-0.030099217,-0.20161834,0.67342365,[0.34301066],Franka-Panda
-0.044191275,0.09957495,0.32910886,[0.30124316],Franka-Panda
0.13351576,-0.6751977,0.19769882,[0.3271797],Franka-Panda
-0.24866,-0.4069543,0.9790971,[0.18447903],Franka-Panda
-0.0065923966,-0.17994337,0.069982335,[0.04666638],Franka-Panda
-0.18149439,-0.18251678,0.41664025,[0.8550718],Franka-Panda
0.08161702,-0.032646038,0.32353023,[0.43980384],Franka-Panda
0.0595845,0.295446,0.2437278,[0.13093734],Franka-Panda
-0.07106838,-0.09292823,-0.24198845,[0.3881397],Franka-Panda
0.02400712,-0.03881473,0.5942724,[0.16526705],Franka-Panda
-0.13084054,0.052358508,0.030072685,[0.09359384],Franka-Panda
0.37606862,-0.33357537,0.2712462,[0.3511583],Franka-Panda
0.09915612,-0.20045573,0.24725829,[0.34998336],Franka-Panda
-0.49288654,0.20451675,0.31890878,[0.52623206],Franka-Panda
-0.07783365,-0.12192751,0.37697542,[0.28605828],Franka-Panda
0.27435052,-0.27143338,0.75569105,[1.2403691],Franka-Panda
-0.029643744,-0.023408458,0.2340773,[0.2945099],Franka-Panda
0.06755203,0.15691823,0.30325082,[0.57849735],Franka-Panda
0.5025632,0.11941209,0.39867336,[1.1290045],Franka-Panda
0.38061094,-0.3198332,0.6517159,[0.41799137],Franka-Panda
0.169346,0.26348323,0.72041595,[0.12300259],Franka-Panda
0.26636294,0.17368308,0.89019614,[0.7594343],Franka-Panda
-0.057763636,0.4397844,0.8930257,[0.72712],Franka-Panda
-0.099114016,0.29422575,0.014994964,[0.44687432],Franka-Panda
0.32187533,0.3411584,-0.08288653,[0.76765084],Franka-Panda
-0.17937012,-0.1828945,-0.18635479,[0.25325295],Franka-Panda
-0.522392,-0.14750078,0.4233279,[0.5406561],Franka-Panda
-0.14074214,0.4683884,0.63927823,[0.42166254],Franka-Panda
0.17729779,-0.2957731,0.42510748,[0.53465444],Franka-Panda
-0.37178287,-0.19639058,0.40105227,[0.28985026],Franka-Panda
0.48437256,-0.024992596,0.3837527,[0.40771413],Franka-Panda
0.010267999,0.025836058,0.5077532,[0.18592212],Franka-Panda
-0.040779337,-0.8329074,0.5170032,[0.05800592],Franka-Panda
-0.0839715,0.12137057,0.13681346,[0.8151885],Franka-Panda
0.2686746,-0.48955452,0.12334939,[0.7956095],Franka-Panda
0.22104529,0.069938436,0.2710004,[0.07290616],Franka-Panda
-0.120577484,0.36607653,-0.085076906,[0.542668],Franka-Panda
0.08575721,0.3699623,0.4577772,[0.8658119],Franka-Panda
-0.31591105,0.14079547,0.28745797,[0.21425876],Franka-Panda
0.4631541,0.1589564,0.44726658,[0.33367583],Franka-Panda
-0.1314484,0.6468079,0.6459119,[0.11261038],Franka-Panda
0.32508758,0.14903575,0.27285397,[0.33716804],Franka-Panda
0.16266426,0.08956247,-0.010782152,[0.01084004],Franka-Panda
0.40139383,-0.3726555,-0.31101575,[0.45329732],Franka-Panda
0.19145593,0.48161688,0.64778566,[0.5288461],Franka-Panda
-0.36243552,-0.4352959,0.46927184,[0.3905542],Franka-Panda
0.308474,0.31611267,-0.01929637,[0.28347793],Franka-Panda
-0.20380709,-0.55026174,0.70170856,[0.12013153],Franka-Panda
-0.1636164,-0.018808085,0.40586096,[0.04618338],Franka-Panda
-0.15749367,-0.3306828,0.23550484,[0.34750947],Franka-Panda
-0.33664092,0.42383552,-0.059513148,[0.22987285],Franka-Panda
0.14384311,-0.07273467,0.074193604,[0.18180013],Franka-Panda
-0.03489633,-0.42504132,0.32211757,[0.7970998],Franka-Panda
-0.42328393,0.12235896,-0.03548558,[0.35183716],Franka-Panda
-0.22834408,0.15525216,0.41808337,[0.6002076],Franka-Panda
0.0448862,-0.06268662,0.27096885,[0.2718477],Franka-Panda
0.0133832805,-0.026278254,0.5363283,[0.22939141],Franka-Panda
-0.0056508146,0.46242204,0.21641192,[0.34530064],Franka-Panda
-0.078393556,-0.09264506,0.2779012,[0.14706253],Franka-Panda
-0.11968441,0.15530315,0.5920355,[0.04919731],Franka-Panda
0.0030501485,0.06913033,0.3552162,[0.04784513],Franka-Panda
-0.2291138,0.2805992,0.43025994,[0.3580658],Franka-Panda
-0.33008277,0.07566543,0.28610095,[0.537329],Franka-Panda
0.15285063,0.07977489,0.06974094,[0.08602759],Franka-Panda
-0.16384655,-0.004301708,0.6803787,[0.5622646],Franka-Panda
0.13220005,0.5809437,0.25024676,[0.01921093],Franka-Panda
0.40782377,-0.16041633,0.27499378,[0.7925459],Franka-Panda
0.0050924197,0.14091267,0.86273664,[0.7004053],Franka-Panda
0.0074733538,0.16590728,-0.4752766,[0.2425587],Franka-Panda
0.53351563,0.19045472,0.13139881,[0.92923456],Franka-Panda
-0.010093661,0.48030424,0.86605173,[0.16502587],Franka-Panda
-0.113809265,-0.31374872,-0.025110666,[0.78916574],Franka-Panda
0.12157453,-0.32542586,0.24575448,[0.32090357],Franka-Panda
0.067800924,0.012904726,0.98821,[0.9318754],Franka-Panda
0.11070788,0.5110413,0.57040846,[0.1763212],Franka-Panda
-0.21530028,0.32221845,0.32528377,[0.18326119],Franka-Panda
-0.11598127,-0.37956586,0.6083493,[0.57527953],Franka-Panda
-0.07860373,-0.33318517,0.5494987,[0.47493005],Franka-Panda
-0.31911814,-0.45478177,0.38406172,[0.6176023],Franka-Panda
0.083742425,-0.14967668,0.3662901,[0.11674994],Franka-Panda
-0.53599983,0.11269506,0.86648285,[0.14809833],Franka-Panda
-0.20466024,0.013982955,0.4741982,[0.9960369],Franka-Panda
-0.13491242,-0.11573244,0.14381438,[0.694741],Franka-Panda
-0.349244,0.09729628,0.7693692,[0.25867328],Franka-Panda
0.5580894,0.10963836,0.16377059,[0.5657043],Franka-Panda
0.4841086,0.07549774,-0.21476802,[0.18392178],Franka-Panda
-0.049160995,0.09178404,0.2857997,[0.5367223],Franka-Panda
0.17295575,-0.098800525,0.338823,[0.7630296],Franka-Panda
0.3638168,0.5914501,0.047474526,[0.15304346],Franka-Panda
-0.5782017,0.029352628,0.6467359,[1.0588661],Franka-Panda
0.14436716,-0.735393,0.3685009,[0.0575102],Franka-Panda
-0.19180451,0.24198745,0.50648147,[0.6412069],Franka-Panda
-0.5609063,-0.23646909,-0.19837932,[0.2546115],Franka-Panda
0.080300614,0.0456551,0.36323407,[0.23249152],Franka-Panda
0.030073857,0.032113068,0.25564584,[0.02065539],Franka-Panda
-0.25145552,-0.21502353,0.49426296,[0.3277504],Franka-Panda
-0.120915,0.044606797,0.23533514,[0.58344066],Franka-Panda
-0.010503474,-0.13034505,0.36925885,[0.93138903],Franka-Panda
-0.4529217,-0.27493408,0.19609201,[0.19036236],Franka-Panda
0.12400047,-0.088722646,0.38477686,[0.13617264],Franka-Panda
-0.2963323,-0.19551411,0.3954021,[0.08564121],Franka-Panda
0.13241252,0.21972719,-0.13262564,[0.0873443],Franka-Panda
-0.020754497,0.09985332,0.39531153,[0.3426576],Franka-Panda
0.26216802,0.11154253,0.8975043,[0.24067013],Franka-Panda
-0.040170234,0.18270177,0.33477822,[0.26623854],Franka-Panda
0.45424083,-0.43084607,-0.14803404,[0.3139319],Franka-Panda
-0.08360724,-0.02968761,0.23518401,[0.06514885],Franka-Panda
-0.20972103,0.4405391,-0.13418978,[0.42485625],Franka-Panda
-0.04719745,-0.11789904,0.37540302,[0.43423223],Franka-Panda
0.3176186,0.5441304,0.21918425,[0.20569058],Franka-Panda
-0.1823318,0.0077745914,0.70398474,[0.8620602],Franka-Panda
-0.13744345,-0.23071766,-0.4164756,[0.18442814],Franka-Panda
0.21370828,0.2735247,0.19286212,[0.5334345],Franka-Panda
0.12227514,0.1536516,0.92571497,[1.4157493],Franka-Panda
0.08458564,-0.21803375,0.4555795,[0.40205872],Franka-Panda
0.2841381,-0.18925777,0.4506291,[0.07944448],Franka-Panda
-0.72591364,-0.1430991,0.18676884,[0.1280587],Franka-Panda
-0.14751771,0.034057572,0.3964438,[0.1392379],Franka-Panda
0.3285063,0.3742633,0.3618186,[0.6256645],Franka-Panda
-0.04946485,-0.3137707,0.10234581,[0.32535407],Franka-Panda
-0.415675,0.6077409,0.468144,[0.17512412],Franka-Panda
-0.04359064,-0.08087414,0.54821265,[0.46310046],Franka-Panda
-0.48624742,-0.2540032,-0.18697622,[0.8654738],Franka-Panda
-0.07733816,0.1951331,0.26306945,[1.0955762],Franka-Panda
0.1341194,-0.30249736,1.089239,[1.8325078],Franka-Panda
